location,areaName,communityName,roomType,houseTotalMoney,houseType,houseFloor,houseBuildingArea,houseStructure,houseAgeLimit,houseBuildingStructure,houseBuildingType,houseDecoration,houseInnerArea,houseElevator,houseElevatorRatio,houseLastTrade,houseOrientation,houseListDate,housePledge,housePrivilege,houseUsage,housePrivilegeProperty,houseTradeProperty,houseTitle,houseUrl,CrawlTime
东葛路,青秀区,荣和·中央公园,,240万,4室2厅1厨2卫,高楼层 (共32层),126.3㎡,平层,暂无数据,钢混结构,塔楼,其他,暂无数据,有,三梯七户,暂无数据,西南,2019-12-25,,70年,暂无数据,暂无数据,商品房,荣和·中央公园 4室2厅 240万,https://nn.lianjia.com/ershoufang/105103603604.html,2020-01-14 23:36:59
柳沙,青秀区,东盟世纪村,,525万,6室2厅1厨3卫,高楼层 (共12层),275㎡,复式,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯两户,暂无数据,南 北,2019-11-20,,70年,暂无数据,暂无数据,商品房,东盟世纪村楼中楼，改善户型，等待是没有结果的,https://nn.lianjia.com/ershoufang/105103400594.html,2020-01-14 23:37:00
青秀万达,青秀区,竹江景苑,,125万,3室2厅1厨2卫,高楼层 (共18层),100㎡,平层,暂无数据,钢混结构,板楼,简装,暂无数据,有,两梯四户,暂无数据,南,2019-11-15,,70年,暂无数据,暂无数据,商品房,青秀万达旁，交通便利，配套完善。,https://nn.lianjia.com/ershoufang/105103374096.html,2020-01-14 23:37:01
东葛路,青秀区,葛麻小区,,98万,2室2厅1厨1卫,中楼层 (共8层),75.5㎡,平层,暂无数据,未知结构,暂无数据,简装,暂无数据,无,一梯两户,暂无数据,东南,2019-11-18,,70年,暂无数据,暂无数据,商品房,葛麻小区，精装正规两房，金花茶公园旁,https://nn.lianjia.com/ershoufang/105103388340.html,2020-01-14 23:37:04
经开区,江南区,昌泰鑫金绿洲,,118万,3室2厅2厨1卫,高楼层 (共28层),99.56㎡,平层,暂无数据,钢混结构,塔楼,简装,暂无数据,有,两梯四户,暂无数据,南 北,2019-11-16,,70年,暂无数据,暂无数据,商品房,高楼层 采光充足 通风舒适 适合一大家子居住,https://nn.lianjia.com/ershoufang/105103378019.html,2020-01-14 23:37:04
经开区,江南区,龙光普罗旺斯紫罗兰,,139.6万,3室2厅1厨2卫,中楼层 (共17层),133㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯五户,暂无数据,东南,2019-11-14,,70年,暂无数据,暂无数据,商品房,龙光普罗旺斯紫罗兰庄园，精装大三房，省装修费版本,https://nn.lianjia.com/ershoufang/105103367370.html,2020-01-14 23:37:06
北湖北,西乡塘区,保利爱琴海,,100万,3室1厅1厨1卫,中楼层 (共33层),69㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,南,2019-11-15,,70年,暂无数据,暂无数据,商品房,狮山公园旁 保利爱琴海精装小3房 户型方正 拎包入住,https://nn.lianjia.com/ershoufang/105103373395.html,2020-01-14 23:37:14
凤岭北,青秀区,维也纳森林,,210万,4室2厅1厨2卫,中楼层 (共11层),175㎡,平层,暂无数据,砖混结构,板塔结合,精装,暂无数据,有,一梯三户,暂无数据,南,2019-11-13,,70年,暂无数据,暂无数据,商品房,维也纳森林 4室2厅 210万,https://nn.lianjia.com/ershoufang/105103359911.html,2020-01-14 23:37:20
凤岭北,青秀区,霖峰壹号3组团,,235万,4室2厅1厨2卫,低楼层 (共45层),128.99㎡,平层,暂无数据,框架结构,板塔结合,简装,暂无数据,有,三梯四户,暂无数据,南 北,2019-11-13,,70年,暂无数据,暂无数据,商品房,青秀区大四房 户型方正 采光好 业主诚心出售,https://nn.lianjia.com/ershoufang/105103359864.html,2020-01-14 23:37:21
柳沙,青秀区,竹溪新兴苑,,120万,3室2厅1厨2卫,高楼层 (共7层),132.68㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,有,两梯两户,暂无数据,南,2019-11-11,,70年,暂无数据,暂无数据,商品房,"带车库，带杂物间，有大露台。背后靠山,环境好！",https://nn.lianjia.com/ershoufang/105103351153.html,2020-01-14 23:37:23
东沟岭,兴宁区,大嘉汇•东城,,105万,3室2厅1厨2卫,中楼层 (共24层),90㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯五户,暂无数据,南,2019-11-12,,70年,暂无数据,暂无数据,商品房,兴宁区 联发尚筑旁 大嘉汇东城 精装三房 拎包入住,https://nn.lianjia.com/ershoufang/105103352593.html,2020-01-14 23:37:23
凤岭北,青秀区,万科城北区,,165万,3室2厅1厨2卫,高楼层 (共30层),97.5㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,暂无数据,一梯一户,暂无数据,南,2019-11-14,,70年,暂无数据,暂无数据,商品房,万科集团小户型 视野无遮挡 从未入住 诚心出售,https://nn.lianjia.com/ershoufang/105103367316.html,2020-01-14 23:37:24
经开区,江南区,龙光普罗旺斯向日葵,,98万,3室2厅1厨1卫,低楼层 (共18层),89.49㎡,平层,暂无数据,砖混结构,板塔结合,精装,暂无数据,有,两梯五户,暂无数据,东南,2019-11-11,,70年,暂无数据,暂无数据,商品房,普罗精装3房有入户花园 业主自住 保养新 拎包入住,https://nn.lianjia.com/ershoufang/105103350622.html,2020-01-14 23:37:25
金湖,青秀区,绿城画卷,,185万,3室2厅1厨2卫,低楼层 (共31层),131.9㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,三梯八户,暂无数据,北,2019-11-11,,70年,暂无数据,暂无数据,商品房,一号线地铁口，房子保养好，采光足，诚心售,https://nn.lianjia.com/ershoufang/105103348060.html,2020-01-14 23:37:25
凤岭北,青秀区,百花苑小区,,155万,3室2厅1厨2卫,高楼层 (共17层),117.68㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯五户,暂无数据,南,2019-11-12,,70年,暂无数据,暂无数据,商品房,业主诚心出售，产权清晰，户型方正。,https://nn.lianjia.com/ershoufang/105103356225.html,2020-01-14 23:37:26
凤岭北,青秀区,华凯·逸悦豪庭一期,,620万,5室4厅1厨1卫,高楼层 (共5层),424.85㎡,复式,暂无数据,砖混结构,塔楼,精装,暂无数据,有,一梯一户,暂无数据,南 北,2019-11-13,,70年,暂无数据,暂无数据,商品房,地铁口 复试楼中楼 落地窗 半米阳光 二中一路之隔,https://nn.lianjia.com/ershoufang/105103363445.html,2020-01-14 23:37:27
凤岭北,青秀区,万科城北区,,175万,3室2厅1厨1卫,中楼层 (共41层),97㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,有,三梯七户,暂无数据,南,2019-11-08,,40年,暂无数据,暂无数据,商品房,万科城精装3房中高楼层视野好急卖读滨湖路,https://nn.lianjia.com/ershoufang/105103335366.html,2020-01-14 23:37:28
凤岭北,青秀区,凤和花园,,200万,3室2厅1厨2卫,低楼层 (共12层),131.45㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,一梯四户,暂无数据,南,2019-11-08,,70年,暂无数据,暂无数据,商品房,房屋户型方正，通风采光很好，装修保养不错，有车位,https://nn.lianjia.com/ershoufang/105103332643.html,2020-01-14 23:37:29
兴宁东,兴宁区,盛天小世界,,125万,4室2厅1厨2卫,低楼层 (共35层),103㎡,平层,暂无数据,框架结构,平房,精装,暂无数据,有,两梯六户,暂无数据,南 北,2019-11-09,,70年,暂无数据,暂无数据,商品房,昆仑大道 双地铁 盛天小世界 精装4房 拎包入住,https://nn.lianjia.com/ershoufang/105103339277.html,2020-01-14 23:37:29
凤岭北,青秀区,江山丽园,,168万,3室2厅1厨2卫,低楼层 (共12层),130.8㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,有,两梯四户,暂无数据,南,2019-11-09,,70年,暂无数据,暂无数据,商品房,凤岭北舒适大三房，户型方正，朝向好,https://nn.lianjia.com/ershoufang/105103337791.html,2020-01-14 23:37:36
凤岭北,青秀区,万科城,,173万,4室2厅1厨2卫,低楼层 (共41层),109.9㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,有,两梯七户,暂无数据,南,2019-11-07,,70年,暂无数据,暂无数据,商品房,万科城 4室2厅 173万,https://nn.lianjia.com/ershoufang/105103326604.html,2020-01-14 23:37:36
东葛路,青秀区,区水利厅机关大院,,258万,4室2厅1厨2卫,高楼层 (共33层),143.35㎡,平层,暂无数据,未知结构,板楼,精装,暂无数据,有,两梯四户,暂无数据,南,2019-11-06,,70年,暂无数据,暂无数据,商品房,园湖路水利厅宿舍民主路小/学拎包入住,https://nn.lianjia.com/ershoufang/105103320448.html,2020-01-14 23:37:37
经开区,江南区,外运·丽汇嘉园北区,,103万,3室2厅1厨2卫,高楼层 (共18层),128㎡,平层,暂无数据,钢混结构,塔楼,简装,暂无数据,有,两梯四户,暂无数据,南 北,2019-11-19,,70年,暂无数据,暂无数据,商品房,经开区 舒适大三房 红本在手 随时可看,https://nn.lianjia.com/ershoufang/105103393442.html,2020-01-14 23:37:38
经开区,江南区,南宁奥园北京组团,,130万,3室2厅1厨2卫,低楼层 (共6层),123㎡,平层,暂无数据,框架结构,板楼,精装,暂无数据,无,一梯两户,暂无数据,南,2019-11-08,,70年,暂无数据,暂无数据,商品房,南宁奥园北京组团 3室2厅 130万,https://nn.lianjia.com/ershoufang/105103334414.html,2020-01-14 23:37:39
经开区,江南区,汇东星城,,92万,3室2厅1厨1卫,低楼层 (共22层),80㎡,平层,暂无数据,框架结构,板塔结合,简装,暂无数据,有,两梯五户,暂无数据,南,2019-11-24,,70年,暂无数据,暂无数据,商品房,汇东星城，  三房两厅，地段优越，二层旺铺。健康宜居,https://nn.lianjia.com/ershoufang/105103423366.html,2020-01-14 23:37:41
柳沙,青秀区,招商雍景湾,,235万,4室2厅1厨2卫,中楼层 (共18层),129.43㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,南,2019-11-07,,70年,暂无数据,暂无数据,商品房,业主急卖柳沙纯美式奢华装修大三房，此房只因天上有！,https://nn.lianjia.com/ershoufang/105103326441.html,2020-01-14 23:37:42
东沟岭,兴宁区,金源悦府,,130万,3室2厅1厨2卫,高楼层 (共32层),96㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,有,两梯五户,暂无数据,南,2019-11-09,,70年,暂无数据,暂无数据,商品房,金源悦府精装96平135万带车位,https://nn.lianjia.com/ershoufang/105103338240.html,2020-01-14 23:37:43
经开区,江南区,龙光普罗旺斯波尔多庄园,,116万,4室2厅1厨2卫,低楼层 (共32层),96㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,南,2019-11-08,,70年,暂无数据,暂无数据,商品房,龙光普罗旺斯波尔多庄园 4室2厅 116万,https://nn.lianjia.com/ershoufang/105103331407.html,2020-01-14 23:37:44
柳沙,青秀区,半岛荔园,,204万,3室1厅1厨2卫,中楼层 (共18层),157㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯三户,暂无数据,南,2019-11-09,,70年,暂无数据,暂无数据,商品房,依山旁水，青秀国宾区精装大三房，看房方便,https://nn.lianjia.com/ershoufang/105103340342.html,2020-01-14 23:37:44
东沟岭,兴宁区,翰林苑,,107万,3室2厅1厨2卫,中楼层 (共11层),120.68㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,一梯五户,暂无数据,南,2019-10-23,,70年,暂无数据,暂无数据,商品房,狮山公园旁   澳华花园 正规电梯三房 诚心出售,https://nn.lianjia.com/ershoufang/105103234429.html,2020-01-14 23:37:45
东沟岭,兴宁区,中海雍翠峰,,165万,4室2厅1厨2卫,高楼层 (共32层),139㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯四户,暂无数据,南,2019-11-06,,70年,暂无数据,暂无数据,商品房,中海雍翠峰 4室2厅 165万,https://nn.lianjia.com/ershoufang/105103320768.html,2020-01-14 23:37:47
经开区,江南区,龙光玖珑府,,130万,3室2厅1厨2卫,中楼层 (共40层),89㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,有,两梯六户,暂无数据,南,2019-11-22,,70年,暂无数据,暂无数据,商品房,精装交付，小区环境好，配套齐全,https://nn.lianjia.com/ershoufang/105103410358.html,2020-01-14 23:37:48
琅东,青秀区,梦之岛花园,,191.7万,4室2厅1厨2卫,高楼层 (共11层),159.76㎡,平层,暂无数据,框架结构,板塔结合,简装,暂无数据,有,一梯三户,暂无数据,南,2019-10-25,,70年,暂无数据,暂无数据,商品房,本房 业主诚心卖，高层视野宽阔，户型方正,https://nn.lianjia.com/ershoufang/105103247248.html,2020-01-14 23:37:48
经开区,江南区,恒大帝景,,116万,3室2厅1厨2卫,低楼层 (共32层),129.1㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯三户,暂无数据,南,2019-10-17,,70年,暂无数据,暂无数据,商品房,首付15万购恒大帝景精装3居，全新家电，,https://nn.lianjia.com/ershoufang/105103206105.html,2020-01-14 23:37:48
经开区,江南区,恒大帝景,,116万,3室2厅1厨2卫,低楼层 (共32层),129.1㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯三户,暂无数据,南,2019-10-17,,70年,暂无数据,暂无数据,商品房,首付15万即可拎包入住恒大帝景精装修,https://nn.lianjia.com/ershoufang/105103206080.html,2020-01-14 23:37:48
东沟岭,兴宁区,同和华彩美地A区,,165万,6室2厅1厨2卫,高楼层 (共6层),172㎡,复式,暂无数据,未知结构,暂无数据,其他,暂无数据,无,一梯四户,暂无数据,南,2019-10-18,,70年,暂无数据,暂无数据,商品房,同和华彩美地A区 6室2厅 165万,https://nn.lianjia.com/ershoufang/105103208872.html,2020-01-14 23:37:49
星湖,青秀区,盛天国际,,195万,3室2厅1厨2卫,中楼层 (共35层),82.95㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,暂无数据,一梯八户,暂无数据,南 北,2019-10-17,,70年,暂无数据,暂无数据,商品房,盛天国际3房 满五唯一 民族大道 地铁一号线 随时看,https://nn.lianjia.com/ershoufang/105103203611.html,2020-01-14 23:37:49
星湖,青秀区,盛天国际,,145万,2室2厅1厨1卫,中楼层 (共35层),64.98㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,无,一梯八户,暂无数据,西北,2019-10-15,,70年,暂无数据,暂无数据,商品房,盛天国际实用二房户型业主有心出售,https://nn.lianjia.com/ershoufang/105103191924.html,2020-01-14 23:37:50
金湖,青秀区,佳运公寓,,155万,3室2厅1厨1卫,高楼层 (共11层),137㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,有,一梯一户,暂无数据,南,2019-10-11,,70年,暂无数据,暂无数据,商品房,佳运公寓 3室2厅 155万,https://nn.lianjia.com/ershoufang/105103172282.html,2020-01-14 23:37:51
星湖,青秀区,盛天国际,,217万,3室2厅1厨1卫,低楼层 (共35层),87㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,暂无数据,一梯四户,暂无数据,南 西,2019-10-15,,70年,暂无数据,暂无数据,商品房,盛天国际朝南大三房精装修保养好,https://nn.lianjia.com/ershoufang/105103195655.html,2020-01-14 23:37:54
星湖,青秀区,盛天国际,,180万,3室2厅1厨2卫,低楼层 (共35层),86.02㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯七户,暂无数据,西南,2019-10-16,,70年,暂无数据,暂无数据,商品房,盛天国际三房有钥匙业主有心出售,https://nn.lianjia.com/ershoufang/105103197479.html,2020-01-14 23:37:55
柳沙,青秀区,半岛融园小区,,150万,3室2厅1厨2卫,高楼层 (共18层),120.28㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯三户,暂无数据,南,2019-10-07,,70年,暂无数据,暂无数据,商品房,柳沙半岛精装3房，高楼层大阳台，位置优越,https://nn.lianjia.com/ershoufang/105103147897.html,2020-01-14 23:37:56
金湖,青秀区,城市花园,,240万,4室2厅1厨2卫,中楼层 (共23层),166.32㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,东南,2019-10-18,,70年,暂无数据,暂无数据,商品房,城市花园 4室2厅 240万,https://nn.lianjia.com/ershoufang/105103208099.html,2020-01-14 23:37:57
经开区,江南区,汇东星城,,130万,4室2厅1厨2卫,低楼层 (共33层),118㎡,平层,暂无数据,框架结构,塔楼,简装,暂无数据,有,三梯六户,暂无数据,南,2019-10-03,,70年,暂无数据,暂无数据,商品房,汇东星城 4室2厅 130万,https://nn.lianjia.com/ershoufang/105103129426.html,2020-01-14 23:37:59
白沙星光,江南区,金康苑,,108万,3室2厅1厨2卫,高楼层 (共8层),126㎡,复式,暂无数据,钢混结构,板楼,精装,暂无数据,无,一梯四户,暂无数据,南,2019-10-03,,70年,暂无数据,暂无数据,商品房,江南地铁口楼中楼  有大露台  南向位置安静,https://nn.lianjia.com/ershoufang/105103129065.html,2020-01-14 23:38:00
经开区,江南区,汇东星城,,136万,4室2厅1厨2卫,高楼层 (共22层),120㎡,平层,暂无数据,框架结构,板塔结合,精装,暂无数据,有,两梯五户,暂无数据,东南,2019-09-18,,70年,暂无数据,暂无数据,商品房,汇东星城 4室2厅 136万,https://nn.lianjia.com/ershoufang/105103046118.html,2020-01-14 23:38:00
经开区,江南区,恒大翡翠华庭,,160万,4室2厅1厨2卫,中楼层 (共33层),140.8㎡,平层,暂无数据,钢混结构,暂无数据,精装,暂无数据,有,两梯三户,暂无数据,南,2019-09-24,,70年,暂无数据,暂无数据,商品房,单价低，阳台朝南，通透性好，地-铁4号线,https://nn.lianjia.com/ershoufang/105103080250.html,2020-01-14 23:38:04
凤岭北,青秀区,凤岭在水一方,,118万,3室2厅1厨1卫,低楼层 (共6层),101㎡,平层,暂无数据,钢混结构,板塔结合,简装,暂无数据,无,一梯两户,暂无数据,南,2019-09-16,,70年,暂无数据,暂无数据,商品房,楼层不高，单价便宜 采光充足，适合一家刚需,https://nn.lianjia.com/ershoufang/105103035429.html,2020-01-14 23:38:07
经开区,江南区,罗马花园,,106万,3室2厅1厨2卫,中楼层 (共11层),113㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,南,2019-09-16,,70年,暂无数据,暂无数据,商品房,罗马花园 首付18万 3房2厅2卫 中间楼层 地铁口,https://nn.lianjia.com/ershoufang/105103031628.html,2020-01-14 23:38:08
柳沙,青秀区,半岛融园小区,,155万,3室2厅1厨2卫,高楼层 (共11层),108㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,一梯三户,暂无数据,南,2019-08-04,,70年,暂无数据,暂无数据,商品房,半岛融园一期，满五唯一，带车位出售,https://nn.lianjia.com/ershoufang/105102797695.html,2020-01-14 23:38:10
经开区,江南区,龙光普罗旺斯郁金香,,148万,3室2厅1厨2卫,中楼层 (共28层),125㎡,平层,暂无数据,框架结构,塔楼,精装,暂无数据,有,两梯四户,暂无数据,南,2019-08-15,,70年,暂无数据,暂无数据,商品房,普罗旺斯郁金香楼皇，视野很好，精装家庭居住,https://nn.lianjia.com/ershoufang/105102855883.html,2020-01-14 23:38:11
五一路,江南区,富宁新兴苑二区,,124万,3室2厅1厨2卫,高楼层 (共11层),137㎡,复式,暂无数据,未知结构,暂无数据,简装,暂无数据,有,一梯五户,暂无数据,南,2019-08-07,,70年,暂无数据,暂无数据,商品房,南北格局，采光充足，电梯房，户型方正,https://nn.lianjia.com/ershoufang/105102814186.html,2020-01-14 23:38:11
东沟岭,兴宁区,同和华彩美地D区,,115万,3室2厅1厨2卫,中楼层 (共11层),110㎡,平层,暂无数据,未知结构,暂无数据,简装,暂无数据,暂无数据,一梯两户,暂无数据,南,2019-06-25,,70年,暂无数据,暂无数据,商品房,同和华彩美地 正规三房 中间楼层采光好 带装修,https://nn.lianjia.com/ershoufang/105102580772.html,2020-01-14 23:38:15
东盟商务区,青秀区,吉象人家,,290万,5室2厅1厨2卫,高楼层 (共6层),180㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,一梯两户,暂无数据,南,2019-07-24,,70年,暂无数据,暂无数据,商品房,吉象人家，五房两厅两卫诚意出售，看房方便,https://nn.lianjia.com/ershoufang/105102742089.html,2020-01-14 23:38:16
玉洞,良庆区,鑫金现代城,,103万,3室2厅1厨2卫,中楼层 (共8层),121㎡,平层,暂无数据,框架结构,塔楼,简装,暂无数据,无,一梯四户,暂无数据,南,2019-07-15,,70年,暂无数据,暂无数据,商品房,2号线（建设路口）家门口，步梯房公摊小，面积大,https://nn.lianjia.com/ershoufang/105102690602.html,2020-01-14 23:38:20
东沟岭,兴宁区,同和华彩美地A区,,115万,3室2厅1厨2卫,高楼层 (共6层),103.8㎡,平层,暂无数据,未知结构,暂无数据,精装,暂无数据,无,一梯四户,暂无数据,南 北,2019-06-15,,70年,暂无数据,暂无数据,商品房,同和华彩美地A区 3室2厅 115万,https://nn.lianjia.com/ershoufang/105102530819.html,2020-01-14 23:38:21
琅东,青秀区,恒大苹果园·金色阳光,,300万,5室2厅1厨4卫,中楼层 (共22层),231.2㎡,平层,暂无数据,钢混结构,塔楼,精装,暂无数据,有,两梯五户,暂无数据,南,2019-03-17,,70年,暂无数据,暂无数据,商品房,保利领秀前城边 青秀山旁 李宁体育公园 恒大苹果园,https://nn.lianjia.com/ershoufang/105102127019.html,2020-01-14 23:38:25
凤岭北,青秀区,荣和大地二组团,,200万,3室2厅1厨1卫,高楼层 (共18层),90㎡,平层,暂无数据,砖混结构,板楼,精装,暂无数据,有,两梯两户,暂无数据,东南,2019-04-29,,70年,暂无数据,暂无数据,商品房,读好校、楼层好视野开阔、房子舒服。,https://nn.lianjia.com/ershoufang/105102316476.html,2020-01-14 23:38:26
凤岭北,青秀区,荣和大地一组团花园里,,1000万,6室3厅1厨5卫,低楼层 (共26层),337㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯两户,暂无数据,东南,2019-03-31,,70年,暂无数据,暂无数据,商品房,大洋房 出售 豪气霸气 业主诚心出售 精装修,https://nn.lianjia.com/ershoufang/105102187073.html,2020-01-14 23:38:27
五一路,江南区,江南新兴苑,,88万,3室2厅1厨1卫,高楼层 (共6层),106.98㎡,平层,暂无数据,框架结构,板塔结合,其他,暂无数据,无,一梯两户,暂无数据,东南,2020-01-10,,70年,暂无数据,暂无数据,商品房,经开区 舒适大三房 业主诚心出售,https://nn.lianjia.com/ershoufang/105103686155.html,2020-01-14 23:38:29
龙岗,邕宁区,中铁江湾山语城,,468万,9室3厅1厨4卫,低楼层 (共9层),310㎡,复式,暂无数据,钢混结构,塔楼,简装,暂无数据,有,两梯两户,暂无数据,南 北,2019-04-16,,70年,暂无数据,暂无数据,商品房,五象万达茂 江湾山语城  复式楼 9居室 装修 看房方便,https://nn.lianjia.com/ershoufang/105102256643.html,2020-01-14 23:38:31
凤岭北,青秀区,吉祥凤景湾一期,,120万,2室1厅1厨1卫,中楼层 (共32层),81.9㎡,平层,暂无数据,钢混结构,塔楼,其他,暂无数据,有,两梯四户,暂无数据,南,2020-01-09,,70年,暂无数据,暂无数据,商品房,凤岭北精装两房出售  看房方便,https://nn.lianjia.com/ershoufang/105103682291.html,2020-01-14 23:38:32
琅东,青秀区,汇东郦城,,117万,2室1厅1厨1卫,低楼层 (共17层),78㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,两梯四户,暂无数据,南,2020-01-09,,70年,暂无数据,暂无数据,商品房,汇东郦城 2室1厅 117万,https://nn.lianjia.com/ershoufang/105103682936.html,2020-01-14 23:38:33
凤岭北,青秀区,升禾·绿城世界,,205万,3室2厅1厨2卫,高楼层 (共17层),115㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,一梯四户,暂无数据,南,2020-01-08,,70年,暂无数据,暂无数据,商品房,升禾·绿城世界 3室2厅 205万,https://nn.lianjia.com/ershoufang/105103676042.html,2020-01-14 23:38:34
白沙星光,江南区,锦绣江南,,110万,3室2厅1厨2卫,低楼层 (共11层),124㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,一梯四户,暂无数据,东南,2020-01-07,,70年,暂无数据,暂无数据,商品房,锦绣江南 3室2厅 110万,https://nn.lianjia.com/ershoufang/105103672039.html,2020-01-14 23:38:35
凤岭北,青秀区,凤岭在水一方,,105万,3室2厅1厨1卫,中楼层 (共6层),90㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,无,一梯两户,暂无数据,南,2020-01-10,,70年,暂无数据,暂无数据,商品房,凤岭在水一方 3室2厅 105万,https://nn.lianjia.com/ershoufang/105103684252.html,2020-01-14 23:38:35
北湖南,西乡塘区,恒大新城,,105万,3室2厅1厨2卫,中楼层 (共7层),126㎡,平层,暂无数据,钢混结构,板楼,其他,暂无数据,无,一梯两户,暂无数据,南 北,2020-01-08,,70年,暂无数据,暂无数据,商品房,恒大新城 3室2厅 105万,https://nn.lianjia.com/ershoufang/105103676207.html,2020-01-14 23:38:36
仙葫,青秀区,天池山小区,,108万,3室2厅1厨2卫,中楼层 (共18层),117.55㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,一梯四户,暂无数据,南,2020-01-07,,70年,暂无数据,暂无数据,商品房,青秀区  新航洋  大三房  你值得拥有,https://nn.lianjia.com/ershoufang/105103671431.html,2020-01-14 23:38:36
凤岭北,青秀区,万科城,,150万,3室2厅1厨2卫,低楼层 (共41层),92㎡,平层,暂无数据,框架结构,板塔结合,其他,暂无数据,有,两梯八户,暂无数据,南,2020-01-07,,70年,暂无数据,暂无数据,商品房,万科城 3室2厅 150万,https://nn.lianjia.com/ershoufang/105103671401.html,2020-01-14 23:38:40
凤岭北,青秀区,城光·俊景,,175万,3室2厅1厨2卫,高楼层 (共30层),102㎡,平层,暂无数据,钢混结构,塔楼,其他,暂无数据,有,三梯六户,暂无数据,南,2020-01-07,,70年,暂无数据,暂无数据,商品房,城光·俊景 3室2厅 175万,https://nn.lianjia.com/ershoufang/105103669904.html,2020-01-14 23:38:40
北湖南,西乡塘区,柏涛湾小区,,115万,3室2厅1厨2卫,高楼层 (共12层),128㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,一梯三户,暂无数据,南,2020-01-06,,70年,暂无数据,暂无数据,商品房,柏涛湾小区 3室2厅 115万,https://nn.lianjia.com/ershoufang/105103667205.html,2020-01-14 23:38:41
东盟商务区,青秀区,中房·翡翠湾,,305万,4室2厅1厨2卫,中楼层 (共10层),135.06㎡,平层,暂无数据,未知结构,暂无数据,毛坯,暂无数据,有,两梯两户,暂无数据,南,2020-01-06,,70年,暂无数据,暂无数据,商品房,青秀山下东盟商务区毛坯大四房品质社区业主诚心出售,https://nn.lianjia.com/ershoufang/105103664677.html,2020-01-14 23:38:42
仙葫,青秀区,联发·尚品,,105万,3室2厅1厨2卫,中楼层 (共16层),125.92㎡,平层,2019-12-04,钢混结构,板塔结合,精装,暂无数据,有,一梯两户,2019-12-04,东南,2019-12-03,,70年,2019-12-04,2019-12-04,商品房,联发·尚品 3室2厅 105万,https://nn.lianjia.com/ershoufang/105103480546.html,2020-01-14 23:38:43
凤岭北,青秀区,德瑞花园,,180万,3室2厅1厨2卫,中楼层 (共25层),108㎡,平层,暂无数据,钢混结构,板塔结合,其他,暂无数据,有,两梯六户,暂无数据,南,2020-01-06,,70年,暂无数据,暂无数据,商品房,德瑞花园 3室2厅 180万,https://nn.lianjia.com/ershoufang/105103666257.html,2020-01-14 23:38:43
龙岗,邕宁区,世茂茂御府,,136万,4室2厅1厨2卫,低楼层 (共20层),115.93㎡,平层,暂无数据,钢混结构,板塔结合,精装,暂无数据,有,两梯四户,暂无数据,东南,2019-12-20,,70年,暂无数据,暂无数据,商品房,万达茂商圈+滨江公园+有证在手+诚心出售,https://nn.lianjia.com/ershoufang/105103576093.html,2020-01-14 23:38:43
